ID;NOTA1;NOTA2;NOTA3;NOTA4;MEDIA;SITUACAO;CONCEITO
3694;3;0;7;1;2;RE;INS
3695;9;3;2;9;5;AP;REG
3696;4;7;8;8;6;AP;REG
3697;4;5;10;4;5;AP;REG
3698;7;4;5;5;5;AP;REG
3699;2;9;4;10;6;AP;REG
3700;8;3;7;8;6;AP;REG
3701;7;4;8;7;6;AP;REG
3702;9;9;5;2;6;AP;REG
3703;10;6;5;2;5;AP;REG
3704;5;0;6;8;4;RE;INS
3705;8;8;8;1;6;AP;REG
3706;0;1;7;5;3;RE;INS
3707;4;8;9;0;5;AP;REG
3708;0;1;3;8;3;RE;INS
3709;1;2;3;1;1;RE;INS
3710;8;2;8;6;6;AP;REG
3711;8;4;10;1;5;AP;REG
3712;2;10;7;7;6;AP;REG
3713;4;8;2;8;5;AP;REG
3714;9;2;8;8;6;AP;REG
3715;5;7;10;9;7;AP;BOM
3716;1;4;0;1;1;RE;INS
3717;1;1;10;5;4;RE;INS
3718;3;3;0;1;1;RE;INS
3719;10;3;4;1;4;RE;INS
3720;7;0;4;6;4;RE;INS
3721;3;7;3;9;5;AP;REG
3722;5;9;10;0;6;AP;REG
3723;10;3;5;6;6;AP;REG
3724;8;7;3;4;5;AP;REG
3725;4;2;9;8;5;AP;REG
3726;2;1;6;9;4;RE;INS
3727;0;5;4;4;3;RE;INS
3728;0;0;10;8;4;RE;INS
3729;8;9;1;1;4;RE;INS
3730;7;7;4;0;4;RE;INS
3731;0;2;9;2;3;RE;INS
3732;1;10;1;8;5;AP;REG
3733;10;0;5;3;4;RE;INS
3734;3;6;5;8;5;AP;REG
3735;7;6;10;10;8;AP;BOM
3736;0;6;7;7;5;AP;REG
3737;7;1;0;9;4;RE;INS
3738;4;9;4;1;4;RE;INS
3739;10;2;7;6;6;AP;REG
3740;1;8;0;1;2;RE;INS
3741;1;0;0;7;2;RE;INS
3742;2;1;9;8;5;AP;REG
3743;7;2;5;1;3;RE;INS
3744;5;2;9;10;6;AP;REG
3745;6;10;3;2;5;AP;REG
3746;0;6;4;1;2;RE;INS
3747;5;1;10;2;4;RE;INS
3748;4;4;4;3;3;RE;INS
3749;1;1;7;10;4;RE;INS
3750;4;7;8;9;7;AP;BOM
3751;3;8;1;0;3;RE;INS
3752;2;7;7;1;4;RE;INS
3753;2;6;2;5;3;RE;INS
3754;2;0;3;0;1;RE;INS
3755;10;3;1;6;5;AP;REG
3756;10;10;0;3;5;AP;REG
3757;8;0;0;4;3;RE;INS
3758;9;6;5;7;6;AP;REG
3759;6;8;0;9;5;AP;REG
3760;1;0;3;7;2;RE;INS
3761;2;3;8;1;3;RE;INS
3762;0;2;8;0;2;RE;INS
3763;8;6;4;3;5;AP;REG
3764;10;8;2;6;6;AP;REG
3765;3;10;8;9;7;AP;BOM
3766;8;0;6;1;3;RE;INS
3767;8;6;2;5;5;AP;REG
3768;0;2;9;5;4;RE;INS
3769;5;3;2;2;3;RE;INS
3770;9;1;8;3;5;AP;REG
3771;10;4;8;4;6;AP;REG
3772;6;6;6;1;4;RE;INS
3773;1;0;4;7;3;RE;INS
3774;7;5;10;2;6;AP;REG
3775;0;10;10;2;5;AP;REG
3776;0;2;2;5;2;RE;INS
3777;0;0;2;0;0;RE;INS
3778;7;8;3;9;6;AP;REG
3779;0;3;2;2;1;RE;INS
3780;9;7;0;9;6;AP;REG
3781;2;2;9;10;5;AP;REG
3782;6;9;10;9;8;AP;BOM
3783;1;8;6;8;5;AP;REG
3784;8;9;9;7;8;AP;BOM
3785;9;5;7;1;5;AP;REG
3786;8;9;6;6;7;AP;BOM
3787;8;7;10;9;8;AP;BOM
3788;6;9;8;6;7;AP;BOM
3789;5;0;1;8;3;RE;INS
3790;4;10;0;5;4;RE;INS
3791;9;2;2;1;3;RE;INS
3792;7;7;6;7;6;AP;REG
3793;9;4;1;8;5;AP;REG
3794;8;4;7;3;5;AP;REG
3795;5;4;9;5;5;AP;REG
3796;8;5;0;9;5;AP;REG
3797;3;8;7;0;4;RE;INS
3798;1;8;10;5;6;AP;REG
3799;9;10;7;1;6;AP;REG
3800;5;9;7;10;7;AP;BOM
3801;9;3;0;2;3;RE;INS
3802;1;9;7;1;4;RE;INS
3803;3;10;10;7;7;AP;BOM
3804;7;1;1;5;3;RE;INS
3805;10;4;6;7;6;AP;REG
3806;9;8;6;2;6;AP;REG
3807;4;2;8;9;5;AP;REG
3808;2;1;8;1;3;RE;INS
3809;7;4;7;8;6;AP;REG
3810;1;4;1;8;3;RE;INS
3811;2;1;5;8;4;RE;INS
3812;7;10;5;1;5;AP;REG
3813;4;6;1;3;3;RE;INS
3814;3;6;4;0;3;RE;INS
3815;6;7;5;9;6;AP;REG
3816;6;5;4;0;3;RE;INS
3817;2;2;10;3;4;RE;INS
3818;10;3;2;8;5;AP;REG
3819;6;8;9;10;8;AP;BOM
3820;4;5;8;0;4;RE;INS
3821;0;8;5;2;3;RE;INS
3822;6;5;0;8;4;RE;INS
3823;9;4;4;6;5;AP;REG
3824;4;0;6;0;2;RE;INS
3825;4;4;4;9;5;AP;REG
3826;0;9;5;9;5;AP;REG
3827;10;5;1;0;4;RE;INS
3828;6;10;3;4;5;AP;REG
3829;0;10;7;2;4;RE;INS
3830;5;8;9;3;6;AP;REG
3831;1;8;2;1;3;RE;INS
3832;4;10;0;9;5;AP;REG
3833;1;1;7;3;3;RE;INS
3834;8;6;4;10;7;AP;BOM
3835;2;4;9;1;4;RE;INS
3836;8;0;0;6;3;RE;INS
3837;9;10;4;3;6;AP;REG
3838;7;8;1;7;5;AP;REG
3839;7;9;1;0;4;RE;INS
3840;10;1;4;0;3;RE;INS
3841;0;6;6;6;4;RE;INS
3842;4;5;7;6;5;AP;REG
3843;4;10;5;8;6;AP;REG
3844;0;1;2;7;2;RE;INS
3845;2;8;10;6;6;AP;REG
3846;4;5;2;1;3;RE;INS
3847;9;5;9;3;6;AP;REG
3848;9;8;9;9;8;AP;BOM
3849;7;10;0;5;5;AP;REG
3850;10;3;6;4;5;AP;REG
3851;3;3;3;7;4;RE;INS
3852;7;4;1;9;5;AP;REG
3853;0;7;9;10;6;AP;REG
3854;7;6;5;6;6;AP;REG
3855;4;1;0;8;3;RE;INS
3856;10;0;0;3;3;RE;INS
3857;7;2;3;4;4;RE;INS
3858;0;4;9;0;3;RE;INS
3859;0;3;1;5;2;RE;INS
3860;10;0;7;7;6;AP;REG
3861;3;9;5;7;6;AP;REG
3862;3;9;4;9;6;AP;REG
3863;1;10;6;1;4;RE;INS
3864;2;2;7;10;5;AP;REG
3865;7;3;0;3;3;RE;INS
3866;9;8;3;9;7;AP;BOM
3867;1;4;3;4;3;RE;INS
3868;4;8;10;4;6;AP;REG
3869;10;3;7;10;7;AP;BOM
3870;2;1;10;9;5;AP;REG
3871;9;10;3;7;7;AP;BOM
3872;0;5;6;9;5;AP;REG
3873;4;7;6;9;6;AP;REG
3874;9;1;2;10;5;AP;REG
3875;2;3;2;9;4;RE;INS
3876;7;5;1;1;3;RE;INS
3877;6;5;7;6;6;AP;REG
3878;5;5;4;0;3;RE;INS
3879;10;3;3;1;4;RE;INS
3880;6;1;8;10;6;AP;REG
3881;6;0;0;5;2;RE;INS
3882;4;3;2;8;4;RE;INS
3883;9;0;1;7;4;RE;INS
3884;10;2;9;8;7;AP;BOM
3885;7;8;2;5;5;AP;REG
3886;7;7;1;10;6;AP;REG
3887;7;10;3;4;6;AP;REG
3888;10;7;8;4;7;AP;BOM
3889;8;4;3;7;5;AP;REG
3890;8;1;10;4;5;AP;REG
3891;3;0;7;0;2;RE;INS
3892;2;2;6;6;4;RE;INS
3893;1;6;10;0;4;RE;INS
3894;3;0;9;1;3;RE;INS
3895;9;8;3;10;7;AP;BOM
3896;9;9;6;1;6;AP;REG
3897;6;5;8;9;7;AP;BOM
3898;4;2;2;4;3;RE;INS
3899;5;4;8;0;4;RE;INS
3900;8;4;5;5;5;AP;REG
3901;10;5;10;1;6;AP;REG
3902;6;6;5;8;6;AP;REG
3903;5;1;4;0;2;RE;INS
3904;10;9;1;1;5;AP;REG
3905;9;1;8;6;6;AP;REG
3906;3;9;2;9;5;AP;REG
3907;10;9;4;3;6;AP;REG
3908;8;4;7;10;7;AP;BOM
3909;2;8;0;9;4;RE;INS
3910;1;0;1;1;0;RE;INS
3911;8;5;8;10;7;AP;BOM
3912;9;7;2;4;5;AP;REG
3913;8;6;10;10;8;AP;BOM
3914;1;0;9;4;3;RE;INS
3915;3;5;7;4;4;RE;INS
3916;1;3;8;5;4;RE;INS
3917;2;3;8;9;5;AP;REG
3918;8;4;2;2;4;RE;INS
3919;8;0;10;5;5;AP;REG
3920;3;3;9;1;4;RE;INS
3921;9;0;1;6;4;RE;INS
3922;4;2;10;10;6;AP;REG
3923;3;7;2;4;4;RE;INS
3924;3;1;0;1;1;RE;INS
3925;1;0;0;3;1;RE;INS
3926;0;4;2;5;2;RE;INS
3927;2;10;0;0;3;RE;INS
3928;3;1;7;7;4;RE;INS
3929;6;0;1;4;2;RE;INS
3930;9;2;1;6;4;RE;INS
3931;4;1;9;10;6;AP;REG
3932;3;3;7;0;3;RE;INS
3933;3;0;1;4;2;RE;INS
3934;0;0;0;10;2;RE;INS
3935;4;8;10;3;6;AP;REG
3936;7;3;3;9;5;AP;REG
3937;9;2;1;1;3;RE;INS
3938;8;6;4;6;6;AP;REG
3939;3;4;5;8;5;AP;REG
3940;0;7;7;6;5;AP;REG
3941;6;6;6;9;6;AP;REG
3942;4;5;1;8;4;RE;INS
3943;10;10;3;6;7;AP;BOM
3944;5;6;5;2;4;RE;INS
3945;9;10;9;1;7;AP;BOM
3946;2;2;5;7;4;RE;INS
3947;1;1;2;8;3;RE;INS
3948;6;5;4;8;5;AP;REG
3949;5;2;4;4;3;RE;INS
3950;10;1;4;8;5;AP;REG
3951;2;6;7;9;6;AP;REG
3952;8;7;7;3;6;AP;REG
3953;4;0;4;5;3;RE;INS
3954;0;3;10;2;3;RE;INS
3955;3;4;7;9;5;AP;REG
3956;10;3;10;4;6;AP;REG
3957;9;1;5;7;5;AP;REG
3958;4;2;6;7;4;RE;INS
3959;8;10;7;8;8;AP;BOM
3960;9;2;1;7;4;RE;INS
3961;0;1;1;7;2;RE;INS
3962;5;2;5;6;4;RE;INS
3963;4;6;7;8;6;AP;REG
3964;9;6;1;9;6;AP;REG
3965;9;3;2;6;5;AP;REG
3966;6;9;5;6;6;AP;REG
3967;6;6;2;5;4;RE;INS
3968;5;7;3;7;5;AP;REG
3969;8;5;8;2;5;AP;REG
3970;6;0;7;4;4;RE;INS
3971;5;4;8;7;6;AP;REG
3972;0;2;6;4;3;RE;INS
3973;9;5;3;5;5;AP;REG
3974;2;2;6;2;3;RE;INS
3975;2;6;7;9;6;AP;REG
3976;3;9;2;7;5;AP;REG
3977;0;4;4;5;3;RE;INS
3978;5;2;2;6;3;RE;INS
3979;4;4;5;2;3;RE;INS
3980;3;4;3;4;3;RE;INS
3981;6;4;2;10;5;AP;REG
3982;8;10;8;1;6;AP;REG
3983;7;7;5;3;5;AP;REG
3984;7;1;8;4;5;AP;REG
3985;4;6;10;7;6;AP;REG
3986;1;10;8;0;4;RE;INS
3987;4;8;3;9;6;AP;REG
3988;4;7;5;2;4;RE;INS
3989;4;5;4;2;3;RE;INS
3990;5;2;0;5;3;RE;INS
3991;6;6;9;8;7;AP;BOM
3992;10;8;6;1;6;AP;REG
3993;1;3;3;10;4;RE;INS
3994;2;3;8;3;4;RE;INS
3995;3;3;4;4;3;RE;INS
3996;4;5;6;2;4;RE;INS
3997;2;10;2;6;5;AP;REG
3998;5;0;10;10;6;AP;REG
3999;6;0;6;10;5;AP;REG
4000;8;7;0;1;4;RE;INS
4001;4;2;0;9;3;RE;INS
4002;9;2;7;6;6;AP;REG
4003;5;1;8;9;5;AP;REG
4004;4;10;8;5;6;AP;REG
4005;1;1;0;2;1;RE;INS
4006;4;0;2;8;3;RE;INS
4007;2;8;1;0;2;RE;INS
4008;1;6;9;6;5;AP;REG
4009;2;7;8;1;4;RE;INS
4010;2;10;4;0;4;RE;INS
4011;7;6;5;3;5;AP;REG
4012;4;4;2;7;4;RE;INS
4013;7;4;9;10;7;AP;BOM
4014;0;8;3;4;3;RE;INS
4015;2;10;8;8;7;AP;BOM
4016;1;8;5;7;5;AP;REG
4017;6;6;1;0;3;RE;INS
4018;3;7;10;6;6;AP;REG
4019;5;10;10;6;7;AP;BOM
4020;2;9;2;10;5;AP;REG
4021;10;3;3;2;4;RE;INS
4022;6;9;1;10;6;AP;REG
4023;7;5;5;1;4;RE;INS
4024;2;3;8;5;4;RE;INS
4025;6;2;8;3;4;RE;INS
4026;5;1;6;3;3;RE;INS
4027;4;1;7;6;4;RE;INS
4028;6;9;3;5;5;AP;REG
4029;4;9;8;8;7;AP;BOM
4030;0;0;0;4;1;RE;INS
4031;6;7;4;8;6;AP;REG
4032;3;8;1;1;3;RE;INS
4033;2;2;4;8;4;RE;INS
4034;2;4;10;5;5;AP;REG
4035;7;6;6;1;5;AP;REG
4036;1;4;6;4;3;RE;INS
4037;3;9;8;3;5;AP;REG
4038;4;0;6;4;3;RE;INS
4039;9;9;10;2;7;AP;BOM
4040;3;9;0;8;5;AP;REG
4041;5;9;10;6;7;AP;BOM
4042;8;0;2;3;3;RE;INS
4043;9;10;10;7;9;AP;EXC
4044;7;8;10;0;6;AP;REG
4045;10;0;10;8;7;AP;BOM
4046;3;10;8;5;6;AP;REG
4047;8;4;10;0;5;AP;REG
4048;6;10;1;4;5;AP;REG
4049;6;4;8;0;4;RE;INS
4050;1;2;10;6;4;RE;INS
4051;2;7;5;2;4;RE;INS
4052;10;0;7;3;5;AP;REG
4053;0;0;10;7;4;RE;INS
4054;10;0;9;3;5;AP;REG
4055;1;8;0;6;3;RE;INS
4056;5;2;1;2;2;RE;INS
4057;9;3;10;10;8;AP;BOM
4058;6;5;4;10;6;AP;REG
4059;7;7;1;6;5;AP;REG
4060;6;2;6;0;3;RE;INS
4061;9;1;5;6;5;AP;REG
4062;8;9;10;7;8;AP;BOM
4063;9;1;0;0;2;RE;INS
4064;8;8;8;0;6;AP;REG
4065;2;3;4;8;4;RE;INS
4066;3;3;10;7;5;AP;REG
4067;8;4;3;6;5;AP;REG
4068;0;6;0;6;3;RE;INS
4069;10;10;3;6;7;AP;BOM
4070;3;8;1;3;3;RE;INS
4071;10;2;5;10;6;AP;REG
4072;4;2;3;2;2;RE;INS
4073;5;2;6;10;5;AP;REG
4074;5;0;4;8;4;RE;INS
4075;6;8;3;2;4;RE;INS
4076;4;3;10;10;6;AP;REG
4077;2;4;4;6;4;RE;INS
4078;6;4;7;2;4;RE;INS
4079;5;7;7;0;4;RE;INS
4080;6;0;4;0;2;RE;INS
4081;7;0;3;3;3;RE;INS
4082;3;9;6;8;6;AP;REG
4083;0;2;9;6;4;RE;INS
4084;3;5;0;9;4;RE;INS
4085;8;5;3;7;5;AP;REG
4086;5;8;10;10;8;AP;BOM
4087;6;6;0;10;5;AP;REG
4088;5;2;5;1;3;RE;INS
4089;9;4;1;4;4;RE;INS
4090;0;3;0;8;2;RE;INS
4091;5;4;10;4;5;AP;REG
4092;8;4;9;9;7;AP;BOM
4093;0;5;6;0;2;RE;INS
4094;9;3;3;8;5;AP;REG
4095;1;2;9;6;4;RE;INS
4096;5;6;6;5;5;AP;REG
4097;0;4;3;4;2;RE;INS
4098;2;0;9;6;4;RE;INS
4099;8;6;5;1;5;AP;REG
4100;4;10;3;4;5;AP;REG
4101;0;5;2;1;2;RE;INS
4102;10;9;0;6;6;AP;REG
4103;4;5;8;4;5;AP;REG
4104;9;5;6;4;6;AP;REG
4105;3;7;1;10;5;AP;REG
4106;0;3;9;4;4;RE;INS
4107;7;7;5;3;5;AP;REG
4108;8;5;5;4;5;AP;REG
4109;9;3;4;1;4;RE;INS
4110;4;3;8;3;4;RE;INS
4111;3;7;1;8;4;RE;INS
4112;0;3;4;5;3;RE;INS
4113;4;3;10;0;4;RE;INS
4114;5;7;7;0;4;RE;INS
4115;10;8;10;6;8;AP;BOM
4116;0;7;0;2;2;RE;INS
4117;9;0;2;5;4;RE;INS
4118;10;5;2;6;5;AP;REG
4119;1;0;7;3;2;RE;INS
4120;1;3;2;7;3;RE;INS
4121;1;9;3;4;4;RE;INS
4122;5;9;0;8;5;AP;REG
4123;0;1;10;7;4;RE;INS
4124;8;2;2;1;3;RE;INS
4125;5;9;7;6;6;AP;REG
4126;2;2;8;2;3;RE;INS
4127;9;10;7;8;8;AP;BOM
4128;7;7;0;5;4;RE;INS
4129;2;0;7;9;4;RE;INS
4130;10;6;0;7;5;AP;REG
4131;1;4;4;4;3;RE;INS
4132;2;9;2;7;5;AP;REG
4133;10;10;5;2;6;AP;REG
4134;7;2;0;8;4;RE;INS
4135;1;8;1;5;3;RE;INS
4136;6;3;9;2;5;AP;REG
4137;5;7;9;8;7;AP;BOM
4138;9;9;1;8;6;AP;REG
4139;4;5;10;6;6;AP;REG
4140;9;1;10;1;5;AP;REG
4141;0;7;0;10;4;RE;INS
4142;4;8;9;2;5;AP;REG
4143;10;7;9;1;6;AP;REG
4144;6;4;9;1;5;AP;REG
4145;3;6;1;10;5;AP;REG
4146;10;2;5;5;5;AP;REG
4147;5;9;3;5;5;AP;REG
4148;7;2;8;10;6;AP;REG
4149;5;4;8;7;6;AP;REG
4150;9;9;7;9;8;AP;BOM
4151;5;8;6;8;6;AP;REG
4152;7;5;1;4;4;RE;INS
4153;10;9;10;5;8;AP;BOM
4154;3;0;7;9;4;RE;INS
4155;6;1;6;6;4;RE;INS
4156;3;5;7;6;5;AP;REG
4157;10;1;2;5;4;RE;INS
4158;6;1;5;10;5;AP;REG
4159;7;7;1;4;4;RE;INS
4160;6;10;7;0;5;AP;REG
4161;7;2;9;6;6;AP;REG
4162;6;10;8;4;7;AP;BOM
4163;4;10;9;2;6;AP;REG
4164;8;7;4;8;6;AP;REG
4165;5;7;2;2;4;RE;INS
4166;1;9;3;6;4;RE;INS
4167;5;1;1;1;2;RE;INS
4168;6;7;10;3;6;AP;REG
4169;2;0;5;3;2;RE;INS
4170;7;8;2;6;5;AP;REG
4171;8;9;0;9;6;AP;REG
4172;2;6;2;3;3;RE;INS
4173;6;7;8;6;6;AP;REG
4174;5;2;6;7;5;AP;REG
4175;10;4;9;0;5;AP;REG
4176;9;10;5;6;7;AP;BOM
4177;10;6;1;3;5;AP;REG
4178;9;6;6;5;6;AP;REG
4179;10;8;4;8;7;AP;BOM
4180;7;0;3;10;5;AP;REG
4181;8;2;3;4;4;RE;INS
4182;3;0;6;8;4;RE;INS
4183;10;6;2;2;5;AP;REG
4184;9;1;0;4;3;RE;INS
4185;4;0;0;3;1;RE;INS
4186;0;10;6;1;4;RE;INS
4187;0;9;6;5;5;AP;REG
4188;9;2;7;5;5;AP;REG
4189;0;9;4;7;5;AP;REG
4190;7;1;10;5;5;AP;REG
4191;0;0;6;7;3;RE;INS
4192;1;0;6;3;2;RE;INS
4193;6;4;3;9;5;AP;REG
4194;10;2;10;10;8;AP;BOM
4195;6;8;6;5;6;AP;REG
4196;4;4;2;2;3;RE;INS
4197;2;3;1;8;3;RE;INS
4198;7;5;2;0;3;RE;INS
4199;0;1;6;9;4;RE;INS
4200;6;3;9;5;5;AP;REG
4201;1;5;10;0;4;RE;INS
4202;5;2;9;4;5;AP;REG
4203;9;4;6;4;5;AP;REG
4204;4;8;9;1;5;AP;REG
4205;7;6;7;3;5;AP;REG
4206;2;7;0;9;4;RE;INS
4207;6;4;5;5;5;AP;REG
4208;6;6;10;7;7;AP;BOM
4209;7;6;9;3;6;AP;REG
4210;6;4;3;6;4;RE;INS
4211;10;4;1;10;6;AP;REG
4212;1;0;2;10;3;RE;INS
4213;10;7;4;8;7;AP;BOM
4214;7;10;7;4;7;AP;BOM
4215;6;3;6;1;4;RE;INS
4216;4;10;2;10;6;AP;REG
4217;0;8;5;3;4;RE;INS
4218;6;3;10;3;5;AP;REG
4219;9;5;8;9;7;AP;BOM
4220;3;5;8;9;6;AP;REG
4221;5;8;9;2;6;AP;REG
4222;10;7;2;0;4;RE;INS
4223;5;1;9;4;4;RE;INS
4224;6;6;9;6;6;AP;REG
4225;4;4;5;5;4;RE;INS
4226;9;0;6;9;6;AP;REG
4227;9;6;6;8;7;AP;BOM
4228;5;4;7;3;4;RE;INS
4229;10;2;2;4;4;RE;INS
4230;7;9;3;0;4;RE;INS
4231;6;9;6;1;5;AP;REG
4232;6;8;7;9;7;AP;BOM
4233;3;2;7;5;4;RE;INS
4234;1;0;2;4;1;RE;INS
4235;0;6;2;3;2;RE;INS
4236;9;5;2;4;5;AP;REG
4237;9;5;9;9;8;AP;BOM
4238;10;4;8;2;6;AP;REG
4239;8;5;2;0;3;RE;INS
4240;6;9;5;6;6;AP;REG
4241;1;4;0;3;2;RE;INS
4242;3;1;4;10;4;RE;INS
4243;9;5;10;8;8;AP;BOM
4244;7;3;7;9;6;AP;REG
4245;6;3;4;7;5;AP;REG
4246;9;7;5;8;7;AP;BOM
4247;8;4;7;0;4;RE;INS
4248;4;0;4;1;2;RE;INS
4249;4;8;0;8;5;AP;REG
4250;5;8;1;10;6;AP;REG
4251;10;3;3;5;5;AP;REG
4252;2;2;3;0;1;RE;INS
4253;6;10;9;6;7;AP;BOM
4254;0;6;8;5;4;RE;INS
4255;3;5;5;6;4;RE;INS
4256;4;7;7;3;5;AP;REG
4257;5;5;8;6;6;AP;REG
4258;2;1;10;7;5;AP;REG
4259;10;7;0;0;4;RE;INS
4260;0;6;9;1;4;RE;INS
4261;5;3;0;6;3;RE;INS
4262;4;3;6;8;5;AP;REG
4263;5;3;0;0;2;RE;INS
4264;5;9;10;1;6;AP;REG
4265;7;7;7;7;7;AP;BOM
4266;9;2;0;8;4;RE;INS
4267;9;1;1;8;4;RE;INS
4268;0;2;2;8;3;RE;INS
4269;0;8;3;0;2;RE;INS
4270;5;2;5;10;5;AP;REG
4271;3;3;5;6;4;RE;INS
4272;5;7;3;6;5;AP;REG
4273;6;6;3;8;5;AP;REG
4274;9;1;4;6;5;AP;REG
4275;4;0;0;1;1;RE;INS
4276;7;7;5;4;5;AP;REG
4277;1;9;0;1;2;RE;INS
4278;9;10;5;3;6;AP;REG
4279;1;1;10;4;4;RE;INS
4280;0;8;8;9;6;AP;REG
4281;2;5;5;5;4;RE;INS
4282;8;8;2;1;4;RE;INS
4283;1;10;10;6;6;AP;REG
4284;10;7;5;6;7;AP;BOM
4285;6;0;8;6;5;AP;REG
4286;0;1;1;7;2;RE;INS
4287;5;3;6;0;3;RE;INS
4288;10;5;1;5;5;AP;REG
4289;9;6;7;4;6;AP;REG
4290;9;6;1;6;5;AP;REG
4291;7;4;8;10;7;AP;BOM
4292;10;6;9;7;8;AP;BOM
4293;5;1;6;7;4;RE;INS
4294;10;1;5;1;4;RE;INS
4295;1;10;5;6;5;AP;REG
4296;8;3;4;3;4;RE;INS
4297;4;2;9;4;4;RE;INS
4298;8;3;0;8;4;RE;INS
4299;10;5;6;5;6;AP;REG
4300;6;7;7;2;5;AP;REG
4301;10;0;7;7;6;AP;REG
4302;9;9;4;1;5;AP;REG
4303;1;7;8;6;5;AP;REG
4304;3;5;9;0;4;RE;INS
4305;4;4;7;4;4;RE;INS
4306;4;1;6;10;5;AP;REG
4307;0;4;0;7;2;RE;INS
4308;9;10;8;8;8;AP;BOM
4309;7;5;10;9;7;AP;BOM
4310;0;10;7;7;6;AP;REG
4311;6;7;0;6;4;RE;INS
4312;2;0;10;1;3;RE;INS
4313;8;10;2;6;6;AP;REG
4314;7;10;4;5;6;AP;REG
4315;0;0;7;7;3;RE;INS
4316;10;8;3;9;7;AP;BOM
4317;8;3;1;0;3;RE;INS
4318;1;2;9;1;3;RE;INS
4319;3;7;7;1;4;RE;INS
4320;0;7;10;3;5;AP;REG
4321;6;1;5;7;4;RE;INS
4322;2;7;4;5;4;RE;INS
4323;8;2;10;7;6;AP;REG
4324;6;1;6;9;5;AP;REG
4325;3;5;8;5;5;AP;REG
4326;10;2;10;8;7;AP;BOM
4327;6;0;6;10;5;AP;REG
4328;1;10;4;6;5;AP;REG
4329;2;4;1;2;2;RE;INS
4330;5;9;7;0;5;AP;REG
4331;5;9;10;3;6;AP;REG
4332;3;1;7;9;5;AP;REG
4333;3;10;2;4;4;RE;INS
4334;9;7;2;3;5;AP;REG
4335;1;6;8;4;4;RE;INS
4336;6;7;6;4;5;AP;REG
4337;3;3;0;0;1;RE;INS
4338;1;7;3;9;5;AP;REG
4339;4;2;4;0;2;RE;INS
4340;9;9;6;3;6;AP;REG
4341;2;4;7;0;3;RE;INS
4342;3;10;0;7;5;AP;REG
4343;1;3;4;0;2;RE;INS
4344;2;4;8;1;3;RE;INS
4345;3;3;9;6;5;AP;REG
4346;2;0;0;3;1;RE;INS
4347;3;7;8;3;5;AP;REG
4348;6;0;7;9;5;AP;REG
4349;6;2;7;8;5;AP;REG
4350;10;5;5;3;5;AP;REG
4351;1;6;7;9;5;AP;REG
4352;5;5;9;5;6;AP;REG
4353;0;8;7;6;5;AP;REG
4354;3;0;6;1;2;RE;INS
4355;4;2;4;8;4;RE;INS
4356;4;10;5;3;5;AP;REG
4357;6;10;9;5;7;AP;BOM
4358;2;1;9;7;4;RE;INS
4359;4;0;10;9;5;AP;REG
4360;6;8;7;4;6;AP;REG
4361;3;9;7;10;7;AP;BOM
4362;8;5;3;9;6;AP;REG
4363;5;1;4;9;4;RE;INS
4364;5;4;6;8;5;AP;REG
4365;7;5;2;3;4;RE;INS
4366;5;5;3;2;3;RE;INS
4367;6;10;9;5;7;AP;BOM
4368;10;9;6;3;7;AP;BOM
4369;3;8;8;3;5;AP;REG
4370;0;0;2;5;1;RE;INS
4371;0;0;7;2;2;RE;INS
4372;4;0;1;8;3;RE;INS
4373;2;0;5;5;3;RE;INS
4374;1;10;1;0;3;RE;INS
4375;7;4;8;8;6;AP;REG
4376;5;10;10;5;7;AP;BOM
4377;1;4;6;1;3;RE;INS
4378;3;6;2;7;4;RE;INS
4379;0;9;10;10;7;AP;BOM
4380;0;2;4;10;4;RE;INS
4381;1;2;1;8;3;RE;INS
4382;1;8;7;7;5;AP;REG
4383;3;9;7;6;6;AP;REG
4384;7;6;2;10;6;AP;REG
4385;8;7;5;2;5;AP;REG
4386;6;4;3;4;4;RE;INS
4387;3;5;6;6;5;AP;REG
4388;9;0;7;5;5;AP;REG
4389;5;2;1;2;2;RE;INS
4390;4;0;8;6;4;RE;INS
4391;5;0;8;8;5;AP;REG
4392;4;8;9;10;7;AP;BOM
4393;1;7;2;4;3;RE;INS
4394;1;3;0;8;3;RE;INS
4395;8;9;0;0;4;RE;INS
4396;0;7;9;2;4;RE;INS
4397;7;1;5;8;5;AP;REG
4398;2;3;3;1;2;RE;INS
4399;5;2;3;6;4;RE;INS
4400;4;8;0;4;4;RE;INS
4401;6;8;9;10;8;AP;BOM
4402;1;4;10;9;6;AP;REG
4403;1;2;7;8;4;RE;INS
4404;7;4;7;1;4;RE;INS
4405;6;3;9;9;6;AP;REG
4406;8;10;5;4;6;AP;REG
4407;9;1;7;1;4;RE;INS
4408;7;8;6;4;6;AP;REG
4409;10;3;3;7;5;AP;REG
4410;1;6;5;10;5;AP;REG
4411;8;2;1;0;2;RE;INS
4412;2;4;0;9;3;RE;INS
4413;8;10;1;4;5;AP;REG
4414;3;4;10;2;4;RE;INS
4415;1;1;7;7;4;RE;INS
4416;6;5;10;5;6;AP;REG
4417;9;5;1;3;4;RE;INS
4418;0;6;5;9;5;AP;REG
4419;7;4;2;2;3;RE;INS
4420;5;4;1;2;3;RE;INS
4421;7;10;3;10;7;AP;BOM
4422;4;4;9;4;5;AP;REG
4423;7;3;7;2;4;RE;INS
